ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type
1238,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1239,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,76","0,00","94,99","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1240,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,34","0,00","47,32","82,69",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1241,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,08","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1242,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1243,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1244,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,24","81,89",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1245,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,08","0,00","97,81","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1246,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1247,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,86","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1248,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,49","82,24",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1249,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1250,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,34","0,00","94,84","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1251,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","94,89","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1252,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,36","81,65",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1253,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,37","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1254,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,84","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1255,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,70","0,00","95,01","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1256,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,79","81,99",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1257,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,34","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1258,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1259,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","94,89","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1260,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,86","0,00","47,42","81,67",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1261,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,22","0,00","97,65","19,53",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1262,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,89","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1263,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,34","0,00","95,17","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1264,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"50,02","0,00","47,55","82,10",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1265,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,08","0,00","97,84","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1266,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1267,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1268,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,98","0,00","47,33","81,30",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1269,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,40","0,00","97,51","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1270,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,30","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1271,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1272,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,82","0,00","47,16","82,51",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1273,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1274,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,84","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1275,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,73","0,00","95,04","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1276,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,66","0,00","47,30","81,91",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1277,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,40","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1278,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1279,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1280,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,82","0,00","47,82","81,03",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1281,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,40","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1282,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","94,64","18,91",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1283,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1284,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"50,02","0,00","47,34","81,10",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1285,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1286,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1287,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1288,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,18","0,00","47,38","82,56",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1289,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1290,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,79","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1291,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,99","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1292,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,57","81,72",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1293,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,66","19,53",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1294,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,43","0,00","95,04","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1295,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,66","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1296,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,34","0,00","47,18","82,47",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1297,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1298,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1299,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,60","0,00","95,15","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1300,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,41","0,00","46,88","82,45",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1301,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,84","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1302,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,80","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1303,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1304,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,41","81,79",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1305,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,70","0,00","97,63","19,52",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1306,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1307,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1308,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,22","0,00","47,51","82,30",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1309,0.00,encode_blocks_kernel,encode_blocks_kernel..,552,"0,00","97,50","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1310,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1311,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,30","0,00","95,05","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1312,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,18","0,00","47,31","82,51",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1313,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1314,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,83","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1315,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,99","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1316,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,06","81,83",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1317,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,34","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1318,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,82","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1319,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1320,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,98","0,00","47,59","81,50",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1321,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1322,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1323,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","94,99","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1324,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,92","0,00","47,17","81,41",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1325,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,43","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1326,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,71","18,93",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1327,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,11","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1328,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,12","0,00","47,05","82,45",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1329,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1330,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1331,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,89","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1332,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,44","0,00","47,11","82,33",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1333,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,08","0,00","97,47","19,49",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1334,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1335,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1336,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,50","0,00","47,61","82,13",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1337,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1338,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,81","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1339,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1340,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,95","0,00","46,90","81,35",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1341,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1342,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,70","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1343,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,06","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1344,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,98","0,00","47,42","81,29",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1345,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1346,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,99","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1347,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1348,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,31","0,00","47,10","82,07",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1349,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1350,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1351,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,09","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1352,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,50","0,00","47,21","82,24",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1353,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1354,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,18","0,00","94,80","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1355,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1356,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,86","82,35",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1357,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,06","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1358,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","95,11","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1359,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1360,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,47","81,88",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1361,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,05","0,00","97,84","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1362,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","95,15","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1363,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1364,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,23","81,83",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1365,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1366,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,30","0,00","94,84","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1367,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1368,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,98","0,00","47,25","81,76",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1369,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,37","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1370,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1371,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1372,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,45","82,29",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1373,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1374,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1375,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1376,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,19","81,85",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
