ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type
1855,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1856,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"48,90","0,00","47,62","82,80",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1857,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1858,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,20","19,03",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1859,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1860,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,17","81,58",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1861,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1862,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1863,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,13","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1864,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,63","0,00","47,30","81,71",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1865,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,89","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1866,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1867,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","95,09","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1868,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,50","0,00","47,25","82,30",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1869,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,40","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1870,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1871,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1872,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,19","82,03",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1873,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1874,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1875,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1876,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,86","0,00","47,18","81,90",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1877,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,53","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1878,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,74","18,93",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1879,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1880,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,63","0,00","47,18","81,98",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1881,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,19","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1882,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1883,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,10","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1884,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,89","0,00","47,74","81,33",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1885,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,46","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1886,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,89","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1887,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1888,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,44","0,00","47,09","82,18",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1889,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1890,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1891,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1892,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,79","0,00","46,90","81,59",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1893,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,50","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1894,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,88","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1895,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1896,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,57","81,49",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1897,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,08","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1898,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1899,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,11","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1900,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,66","0,00","47,20","81,76",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1901,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,43","0,00","97,90","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1902,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1903,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,94","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1904,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,60","81,86",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1905,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,26","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1906,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,69","18,93",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1907,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,15","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1908,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"50,08","0,00","47,13","81,46",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1909,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,16","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1910,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1911,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1912,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,98","0,00","47,73","82,19",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1913,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,40","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1914,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,14","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1915,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1916,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,38","0,00","47,30","82,04",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1917,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1918,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,05","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1919,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,73","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1920,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,86","0,00","47,44","82,27",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1921,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1922,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1923,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1924,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,01","81,80",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1925,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1926,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,76","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1927,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","95,08","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1928,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,28","0,00","47,75","81,94",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1929,0.00,encode_blocks_kernel,encode_blocks_kernel..,"549,95","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1930,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,15","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1931,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,73","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1932,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,81","81,95",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1933,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,50","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1934,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,14","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1935,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1936,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,57","0,00","47,92","81,87",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1937,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,52","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1938,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1939,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,82","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1940,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,39","81,71",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1941,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,34","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1942,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,84","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1943,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,05","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1944,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,25","0,00","47,14","82,26",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1945,0.00,encode_blocks_kernel,encode_blocks_kernel..,"549,95","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1946,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,16","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1947,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,05","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1948,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,35","81,74",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1949,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1950,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,88","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1951,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1952,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,32","81,43",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1953,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1954,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,24","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1955,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,15","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1956,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,86","0,00","47,01","81,54",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1957,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1958,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1959,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,70","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1960,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,82","0,00","47,15","81,27",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1961,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1962,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1963,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,78","18,94",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1964,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,41","0,00","47,28","82,07",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1965,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1966,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,89","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1967,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1968,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,89","0,00","47,14","81,75",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1969,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,90","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1970,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,06","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1971,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,84","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1972,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,92","0,00","47,35","81,13",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1973,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,35","0,00","97,58","19,51",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1974,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,11","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1975,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1976,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,31","0,00","47,50","82,39",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1977,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,55","19,51",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1978,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1979,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1980,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,38","0,00","47,10","82,35",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1981,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,91","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1982,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1983,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,83","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1984,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,93","81,53",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1985,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,48","19,49",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1986,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,84","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1987,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1988,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,44","0,00","47,64","82,05",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1989,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1990,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,99","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1991,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","94,89","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1992,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,44","0,00","47,65","81,74",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1993,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1994,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,63","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1995,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,73","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1996,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,18","0,00","47,52","82,48",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
1997,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,90","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
1998,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,99","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
1999,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,94","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2000,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,41","0,00","47,66","82,14",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2001,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,54","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2002,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2003,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,89","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2004,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,73","0,00","47,27","81,94",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2005,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,84","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2006,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,70","0,00","94,99","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2007,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2008,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,98","0,00","47,66","81,50",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2009,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,05","0,00","97,84","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2010,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2011,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,09","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2012,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,19","81,65",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2013,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2014,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,60","18,91",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2015,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,99","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2016,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,73","0,00","47,20","81,57",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2017,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,34","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2018,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,88","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2019,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,81","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2020,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,38","0,00","46,97","82,02",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2021,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,37","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2022,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,92","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2023,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,99","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2024,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,73","0,00","47,22","81,83",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2025,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2026,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
